item_id,timestamp,target
1,2002-10-13 00:00:00,1.22
1,2002-10-20 00:00:00,1.33
1,2002-10-27 00:00:00,1.32
1,2002-11-03 00:00:00,1.49
1,2002-11-10 00:00:00,1.47
1,2002-11-17 00:00:00,1.58
1,2002-11-24 00:00:00,1.49
1,2002-12-01 00:00:00,1.41
1,2002-12-08 00:00:00,1.61
1,2002-12-15 00:00:00,1.46
1,2002-12-22 00:00:00,1.6
1,2002-12-29 00:00:00,2.17
1,2003-01-05 00:00:00,2.58
1,2003-01-12 00:00:00,2.39
1,2003-01-19 00:00:00,1.74
1,2003-01-26 00:00:00,2.06
1,2003-02-02 00:00:00,2.58
1,2003-02-09 00:00:00,2.94
1,2003-02-16 00:00:00,3.23
1,2003-02-23 00:00:00,3.07
1,2003-03-02 00:00:00,3.2
1,2003-03-09 00:00:00,2.45
1,2003-03-16 00:00:00,2.13
1,2003-03-23 00:00:00,2.0
1,2003-03-30 00:00:00,1.94
1,2003-04-06 00:00:00,1.41
1,2003-04-13 00:00:00,1.23
1,2003-04-20 00:00:00,1.2
1,2003-04-27 00:00:00,0.91
1,2003-05-04 00:00:00,0.93
1,2003-05-11 00:00:00,0.69
1,2003-05-18 00:00:00,0.67
1,2003-05-25 00:00:00,0.73
1,2003-06-01 00:00:00,0.72
1,2003-06-08 00:00:00,0.79
1,2003-06-15 00:00:00,0.72
1,2003-06-22 00:00:00,0.59
1,2003-06-29 00:00:00,0.52
1,2003-07-06 00:00:00,0.45
1,2003-07-13 00:00:00,0.4
1,2003-07-20 00:00:00,0.45
1,2003-07-27 00:00:00,0.47
1,2003-08-03 00:00:00,0.45
1,2003-08-10 00:00:00,0.35
1,2003-08-17 00:00:00,0.53
1,2003-08-24 00:00:00,0.49
1,2003-08-31 00:00:00,0.54
1,2003-09-07 00:00:00,0.49
1,2003-09-14 00:00:00,0.74
1,2003-09-21 00:00:00,0.58
1,2003-09-28 00:00:00,0.65
1,2003-10-05 00:00:00,0.75
1,2003-10-12 00:00:00,0.88
1,2003-10-19 00:00:00,1.03
1,2003-10-26 00:00:00,1.28
1,2003-11-02 00:00:00,1.33
1,2003-11-09 00:00:00,1.77
1,2003-11-16 00:00:00,2.44
1,2003-11-23 00:00:00,2.73
1,2003-11-30 00:00:00,3.73
1,2003-12-07 00:00:00,4.55
1,2003-12-14 00:00:00,5.4
1,2003-12-21 00:00:00,7.39
1,2003-12-28 00:00:00,7.48
1,2004-01-04 00:00:00,7.63
1,2004-01-11 00:00:00,5.14
1,2004-01-18 00:00:00,2.1
1,2004-01-25 00:00:00,1.89
1,2004-02-01 00:00:00,1.78
1,2004-02-08 00:00:00,1.46
1,2004-02-15 00:00:00,1.38
1,2004-02-22 00:00:00,1.31
1,2004-02-29 00:00:00,1.09
1,2004-03-07 00:00:00,0.99
1,2004-03-14 00:00:00,1.03
1,2004-03-21 00:00:00,1.06
1,2004-03-28 00:00:00,0.85
1,2004-04-04 00:00:00,0.75
1,2004-04-11 00:00:00,0.66
1,2004-04-18 00:00:00,0.68
1,2004-04-25 00:00:00,0.63
1,2004-05-02 00:00:00,0.57
1,2004-05-09 00:00:00,0.59
1,2004-05-16 00:00:00,0.59
1,2004-05-23 00:00:00,0.68
1,2004-05-30 00:00:00,0.64
1,2004-06-06 00:00:00,0.81
1,2004-06-13 00:00:00,0.83
1,2004-06-20 00:00:00,0.62
1,2004-06-27 00:00:00,0.51
1,2004-07-04 00:00:00,0.35
1,2004-07-11 00:00:00,0.54
1,2004-07-18 00:00:00,0.58
1,2004-07-25 00:00:00,0.5
1,2004-08-01 00:00:00,0.61
1,2004-08-08 00:00:00,0.53
1,2004-08-15 00:00:00,0.52
1,2004-08-22 00:00:00,0.57
1,2004-08-29 00:00:00,0.66
1,2004-09-05 00:00:00,0.61
1,2004-09-12 00:00:00,0.66
1,2004-09-19 00:00:00,0.72
1,2004-09-26 00:00:00,0.69
1,2004-10-03 00:00:00,0.78
1,2004-10-10 00:00:00,0.98
1,2004-10-17 00:00:00,1.02
1,2004-10-24 00:00:00,1.18
1,2004-10-31 00:00:00,1.3
1,2004-11-07 00:00:00,1.28
1,2004-11-14 00:00:00,1.4
1,2004-11-21 00:00:00,1.4
1,2004-11-28 00:00:00,1.74
1,2004-12-05 00:00:00,1.57
1,2004-12-12 00:00:00,1.66
1,2004-12-19 00:00:00,1.81
1,2004-12-26 00:00:00,2.38
1,2005-01-02 00:00:00,2.77
1,2005-01-09 00:00:00,2.4
1,2005-01-16 00:00:00,2.54
1,2005-01-23 00:00:00,2.86
1,2005-01-30 00:00:00,3.55
1,2005-02-06 00:00:00,4.59
1,2005-02-13 00:00:00,5.06
1,2005-02-20 00:00:00,5.44
1,2005-02-27 00:00:00,4.47
1,2005-03-06 00:00:00,3.68
1,2005-03-13 00:00:00,3.34
1,2005-03-20 00:00:00,2.76
1,2005-03-27 00:00:00,2.47
1,2005-04-03 00:00:00,2.0
1,2005-04-10 00:00:00,1.54
1,2005-04-17 00:00:00,1.5
1,2005-04-24 00:00:00,1.23
1,2005-05-01 00:00:00,1.22
1,2005-05-08 00:00:00,1.16
1,2005-05-15 00:00:00,1.25
1,2005-05-22 00:00:00,1.17
1,2005-05-29 00:00:00,1.08
1,2005-06-05 00:00:00,1.23
1,2005-06-12 00:00:00,1.15
1,2005-06-19 00:00:00,1.0
1,2005-06-26 00:00:00,0.96
1,2005-07-03 00:00:00,0.89
1,2005-07-10 00:00:00,0.8
1,2005-07-17 00:00:00,0.76
1,2005-07-24 00:00:00,0.83
1,2005-07-31 00:00:00,0.74
1,2005-08-07 00:00:00,0.79
1,2005-08-14 00:00:00,0.68
1,2005-08-21 00:00:00,0.75
1,2005-08-28 00:00:00,0.67
1,2005-09-04 00:00:00,0.87
1,2005-09-11 00:00:00,0.9
1,2005-09-18 00:00:00,0.85
1,2005-09-25 00:00:00,1.01
1,2005-10-02 00:00:00,0.98
1,2005-10-09 00:00:00,1.18
1,2005-10-16 00:00:00,1.22
1,2005-10-23 00:00:00,1.31
1,2005-10-30 00:00:00,1.34
1,2005-11-06 00:00:00,1.58
1,2005-11-13 00:00:00,1.47
1,2005-11-20 00:00:00,1.61
1,2005-11-27 00:00:00,1.83
1,2005-12-04 00:00:00,1.77
1,2005-12-11 00:00:00,1.94
1,2005-12-18 00:00:00,2.36
1,2005-12-25 00:00:00,3.11
1,2006-01-01 00:00:00,3.28
1,2006-01-08 00:00:00,2.63
1,2006-01-15 00:00:00,2.25
1,2006-01-22 00:00:00,2.36
1,2006-01-29 00:00:00,2.42
1,2006-02-05 00:00:00,2.53
1,2006-02-12 00:00:00,2.65
1,2006-02-19 00:00:00,3.13
1,2006-02-26 00:00:00,3.12
1,2006-03-05 00:00:00,3.13
1,2006-03-12 00:00:00,3.08
1,2006-03-19 00:00:00,2.64
1,2006-03-26 00:00:00,2.42
1,2006-04-02 00:00:00,2.31
1,2006-04-09 00:00:00,1.86
1,2006-04-16 00:00:00,1.45
1,2006-04-23 00:00:00,1.3
1,2006-04-30 00:00:00,1.13
1,2006-05-07 00:00:00,1.06
1,2006-05-14 00:00:00,1.03
1,2006-05-21 00:00:00,1.02
1,2006-05-28 00:00:00,0.92
1,2006-06-04 00:00:00,0.93
1,2006-06-11 00:00:00,0.86
1,2006-06-18 00:00:00,0.79
1,2006-06-25 00:00:00,0.72
1,2006-07-02 00:00:00,0.72
1,2006-07-09 00:00:00,0.77
1,2006-07-16 00:00:00,0.77
1,2006-07-23 00:00:00,0.64
1,2006-07-30 00:00:00,0.62
1,2006-08-06 00:00:00,0.62
1,2006-08-13 00:00:00,0.69
1,2006-08-20 00:00:00,0.62
1,2006-08-27 00:00:00,0.61
1,2006-09-03 00:00:00,0.64
1,2006-09-10 00:00:00,0.81
1,2006-09-17 00:00:00,0.76
1,2006-09-24 00:00:00,0.81
1,2006-10-01 00:00:00,0.81
1,2006-10-08 00:00:00,1.15
1,2006-10-15 00:00:00,1.15
1,2006-10-22 00:00:00,1.23
1,2006-10-29 00:00:00,1.22
1,2006-11-05 00:00:00,1.33
1,2006-11-12 00:00:00,1.48
1,2006-11-19 00:00:00,1.53
1,2006-11-26 00:00:00,1.91
1,2006-12-03 00:00:00,1.84
1,2006-12-10 00:00:00,1.95
1,2006-12-17 00:00:00,2.4
1,2006-12-24 00:00:00,2.87
1,2006-12-31 00:00:00,3.03
1,2007-01-07 00:00:00,2.38
1,2007-01-14 00:00:00,2.09
1,2007-01-21 00:00:00,2.29
1,2007-01-28 00:00:00,2.75
1,2007-02-04 00:00:00,3.04
1,2007-02-11 00:00:00,3.5
1,2007-02-18 00:00:00,3.58
1,2007-02-25 00:00:00,3.29
1,2007-03-04 00:00:00,2.89
1,2007-03-11 00:00:00,2.62
1,2007-03-18 00:00:00,2.53
1,2007-03-25 00:00:00,2.07
1,2007-04-01 00:00:00,1.87
1,2007-04-08 00:00:00,1.4
1,2007-04-15 00:00:00,1.47
1,2007-04-22 00:00:00,1.16
1,2007-04-29 00:00:00,1.08
1,2007-05-06 00:00:00,0.98
1,2007-05-13 00:00:00,1.03
1,2007-05-20 00:00:00,0.93
1,2007-05-27 00:00:00,0.92
1,2007-06-03 00:00:00,0.95
1,2007-06-10 00:00:00,0.76
1,2007-06-17 00:00:00,0.82
1,2007-06-24 00:00:00,0.76
1,2007-07-01 00:00:00,0.79
1,2007-07-08 00:00:00,0.67
1,2007-07-15 00:00:00,0.62
1,2007-07-22 00:00:00,0.6
1,2007-07-29 00:00:00,0.65
1,2007-08-05 00:00:00,0.57
1,2007-08-12 00:00:00,0.65
1,2007-08-19 00:00:00,0.65
1,2007-08-26 00:00:00,0.8
1,2007-09-02 00:00:00,0.79
1,2007-09-09 00:00:00,0.94
1,2007-09-16 00:00:00,0.95
1,2007-09-23 00:00:00,0.99
1,2007-09-30 00:00:00,1.05
1,2007-10-07 00:00:00,1.0
1,2007-10-14 00:00:00,1.22
1,2007-10-21 00:00:00,1.29
1,2007-10-28 00:00:00,1.38
1,2007-11-04 00:00:00,1.47
1,2007-11-11 00:00:00,1.56
1,2007-11-18 00:00:00,1.62
1,2007-11-25 00:00:00,1.81
1,2007-12-02 00:00:00,1.62
1,2007-12-09 00:00:00,1.62
1,2007-12-16 00:00:00,1.67
1,2007-12-23 00:00:00,1.95
1,2007-12-30 00:00:00,2.5
1,2008-01-13 00:00:00,2.44
1,2008-01-20 00:00:00,2.29
1,2008-01-27 00:00:00,2.63
1,2008-02-03 00:00:00,3.93
1,2008-02-10 00:00:00,4.99
1,2008-02-17 00:00:00,5.78
1,2008-02-24 00:00:00,5.98
1,2008-03-02 00:00:00,5.62
1,2008-03-09 00:00:00,4.53
1,2008-03-16 00:00:00,3.83
1,2008-03-23 00:00:00,3.22
1,2008-03-30 00:00:00,2.69
1,2008-04-06 00:00:00,2.03
1,2008-04-13 00:00:00,1.65
1,2008-04-20 00:00:00,1.31
1,2008-04-27 00:00:00,1.17
1,2008-05-04 00:00:00,1.02
1,2008-05-11 00:00:00,0.88
1,2008-05-18 00:00:00,0.83
1,2008-05-25 00:00:00,0.79
1,2008-06-01 00:00:00,0.81
1,2008-06-08 00:00:00,0.89
1,2008-06-15 00:00:00,0.74
1,2008-06-22 00:00:00,0.71
1,2008-06-29 00:00:00,0.66
1,2008-07-06 00:00:00,0.63
1,2008-07-13 00:00:00,0.57
1,2008-07-20 00:00:00,0.56
1,2008-07-27 00:00:00,0.6
1,2008-08-03 00:00:00,0.58
1,2008-08-10 00:00:00,0.6
1,2008-08-17 00:00:00,0.56
1,2008-08-24 00:00:00,0.59
1,2008-08-31 00:00:00,0.5
1,2008-09-07 00:00:00,0.47
1,2008-09-14 00:00:00,0.58
1,2008-09-21 00:00:00,0.68
1,2008-09-28 00:00:00,0.79
1,2008-10-05 00:00:00,0.87
1,2008-10-12 00:00:00,1.07
1,2008-10-19 00:00:00,1.01
1,2008-10-26 00:00:00,0.98
1,2008-11-02 00:00:00,1.05
1,2008-11-09 00:00:00,1.13
1,2008-11-16 00:00:00,1.13
1,2008-11-23 00:00:00,1.15
1,2008-11-30 00:00:00,1.2
1,2008-12-07 00:00:00,1.36
1,2008-12-14 00:00:00,1.3
1,2008-12-21 00:00:00,1.3
1,2008-12-28 00:00:00,1.45
1,2009-01-04 00:00:00,1.8
1,2009-01-11 00:00:00,2.12
1,2009-01-18 00:00:00,1.62
1,2009-01-25 00:00:00,1.95
1,2009-02-01 00:00:00,2.43
1,2009-02-08 00:00:00,2.97
1,2009-02-15 00:00:00,3.57
1,2009-02-22 00:00:00,3.37
1,2009-03-01 00:00:00,3.3
1,2009-03-08 00:00:00,3.17
1,2009-03-15 00:00:00,2.58
1,2009-03-22 00:00:00,2.43
1,2009-03-29 00:00:00,1.99
1,2009-04-05 00:00:00,1.72
1,2009-04-12 00:00:00,1.6
1,2009-04-19 00:00:00,1.28
1,2009-04-26 00:00:00,1.29
1,2009-05-03 00:00:00,2.74
1,2009-05-10 00:00:00,2.22
1,2009-05-17 00:00:00,1.77
1,2009-05-24 00:00:00,1.92
1,2009-05-31 00:00:00,1.86
1,2009-06-07 00:00:00,1.68
1,2009-06-14 00:00:00,1.74
1,2009-06-21 00:00:00,1.83
1,2009-06-28 00:00:00,1.58
1,2009-07-05 00:00:00,1.49
1,2009-07-12 00:00:00,1.39
1,2009-07-19 00:00:00,1.35
1,2009-07-26 00:00:00,1.16
1,2009-08-02 00:00:00,1.21
1,2009-08-09 00:00:00,1.16
1,2009-08-16 00:00:00,1.15
1,2009-08-23 00:00:00,1.47
1,2009-08-30 00:00:00,2.38
1,2009-09-06 00:00:00,3.45
1,2009-09-13 00:00:00,4.05
1,2009-09-20 00:00:00,4.27
1,2009-09-27 00:00:00,4.22
1,2009-10-04 00:00:00,4.89
1,2009-10-11 00:00:00,6.07
1,2009-10-18 00:00:00,7.09
1,2009-10-25 00:00:00,7.72
1,2009-11-01 00:00:00,7.55
1,2009-11-08 00:00:00,6.67
1,2009-11-15 00:00:00,5.21
1,2009-11-22 00:00:00,4.04
1,2009-11-29 00:00:00,3.5
1,2009-12-06 00:00:00,2.69
1,2009-12-13 00:00:00,2.47
1,2009-12-20 00:00:00,2.45
1,2009-12-27 00:00:00,2.65
1,2010-01-03 00:00:00,2.62
1,2010-01-10 00:00:00,1.91
1,2010-01-17 00:00:00,1.87
1,2010-01-24 00:00:00,1.88
1,2010-01-31 00:00:00,1.97
1,2010-02-07 00:00:00,2.11
1,2010-02-14 00:00:00,2.1
1,2010-02-21 00:00:00,1.9
1,2010-02-28 00:00:00,1.97
1,2010-03-07 00:00:00,1.92
1,2010-03-14 00:00:00,1.9
1,2010-03-21 00:00:00,1.75
1,2010-03-28 00:00:00,1.53
1,2010-04-04 00:00:00,1.5
1,2010-04-11 00:00:00,1.22
1,2010-04-18 00:00:00,1.18
1,2010-04-25 00:00:00,1.09
1,2010-05-02 00:00:00,1.12
1,2010-05-09 00:00:00,1.08
1,2010-05-16 00:00:00,1.12
1,2010-05-23 00:00:00,1.06
1,2010-05-30 00:00:00,1.09
1,2010-06-06 00:00:00,1.18
1,2010-06-13 00:00:00,0.97
1,2010-06-20 00:00:00,0.99
1,2010-06-27 00:00:00,1.0
1,2010-07-04 00:00:00,0.9
1,2010-07-11 00:00:00,0.94
1,2010-07-18 00:00:00,0.88
1,2010-07-25 00:00:00,0.84
1,2010-08-01 00:00:00,0.86
1,2010-08-08 00:00:00,0.83
1,2010-08-15 00:00:00,0.85
1,2010-08-22 00:00:00,0.89
1,2010-08-29 00:00:00,0.77
1,2010-09-05 00:00:00,0.92
1,2010-09-12 00:00:00,1.01
1,2010-09-19 00:00:00,1.01
1,2010-09-26 00:00:00,1.12
1,2010-10-03 00:00:00,1.12
1,2010-10-10 00:00:00,1.11
1,2010-10-17 00:00:00,1.24
1,2010-10-24 00:00:00,1.26
1,2010-10-31 00:00:00,1.26
1,2010-11-07 00:00:00,1.43
1,2010-11-14 00:00:00,1.52
1,2010-11-21 00:00:00,1.62
1,2010-11-28 00:00:00,1.84
1,2010-12-05 00:00:00,1.73
1,2010-12-12 00:00:00,1.88
1,2010-12-19 00:00:00,2.34
1,2010-12-26 00:00:00,3.04
1,2011-01-02 00:00:00,3.14
1,2011-01-09 00:00:00,2.53
1,2011-01-16 00:00:00,2.91
1,2011-01-23 00:00:00,3.44
1,2011-01-30 00:00:00,4.16
1,2011-02-06 00:00:00,4.55
1,2011-02-13 00:00:00,4.47
1,2011-02-20 00:00:00,4.55
1,2011-02-27 00:00:00,4.08
1,2011-03-06 00:00:00,3.39
1,2011-03-13 00:00:00,2.99
1,2011-03-20 00:00:00,2.62
1,2011-03-27 00:00:00,2.09
1,2011-04-03 00:00:00,1.86
1,2011-04-10 00:00:00,1.61
1,2011-04-17 00:00:00,1.42
1,2011-04-24 00:00:00,1.34
1,2011-05-01 00:00:00,1.2
1,2011-05-08 00:00:00,1.15
1,2011-05-15 00:00:00,1.12
1,2011-05-22 00:00:00,1.07
1,2011-05-29 00:00:00,1.05
1,2011-06-05 00:00:00,1.15
1,2011-06-12 00:00:00,0.97
1,2011-06-19 00:00:00,0.89
1,2011-06-26 00:00:00,0.84
1,2011-07-03 00:00:00,0.82
1,2011-07-10 00:00:00,0.82
1,2011-07-17 00:00:00,0.67
1,2011-07-24 00:00:00,0.63
1,2011-07-31 00:00:00,0.64
1,2011-08-07 00:00:00,0.53
1,2011-08-14 00:00:00,0.64
1,2011-08-21 00:00:00,0.67
1,2011-08-28 00:00:00,0.71
1,2011-09-04 00:00:00,0.8
1,2011-09-11 00:00:00,0.91
1,2011-09-18 00:00:00,1.01
1,2011-09-25 00:00:00,1.04
1,2011-10-02 00:00:00,1.08
1,2011-10-09 00:00:00,1.16
1,2011-10-16 00:00:00,1.2
1,2011-10-23 00:00:00,1.28
1,2011-10-30 00:00:00,1.29
1,2011-11-06 00:00:00,1.43
1,2011-11-13 00:00:00,1.4
1,2011-11-20 00:00:00,1.46
