Time,British
1,1.611
2,1.61
3,1.6293
4,1.637
5,1.653
6,1.6537
7,1.662
8,1.6568
9,1.6695
10,1.657
11,1.6495
12,1.6445
13,1.6465
14,1.639
15,1.649
16,1.655
17,1.6572
18,1.657
19,1.678
20,1.6818
21,1.6794
22,1.6815
23,1.6817
24,1.695
25,1.702
26,1.699
27,1.687
28,1.6925
29,1.695
30,1.6905
31,1.696
32,1.693
33,1.6955
34,1.704
35,1.715
36,1.7147
37,1.71
38,1.693
39,1.692
40,1.6892
41,1.665
42,1.651
43,1.6388
44,1.649
45,1.639
46,1.6425
47,1.6181
48,1.6103
49,1.6003
50,1.609
51,1.6175
52,1.6235
53,1.6103
54,1.6105
55,1.5945
56,1.601
57,1.604
58,1.618
59,1.6261
60,1.6275
61,1.634
62,1.648
63,1.6315
64,1.6355
65,1.6415
66,1.6415
67,1.6385
68,1.6385
69,1.6343
70,1.6425
71,1.642
72,1.6385
73,1.631
74,1.6338
75,1.638
76,1.6435
77,1.6353
78,1.6357
79,1.6341
80,1.637
81,1.6335
82,1.636
83,1.6389
84,1.6405
85,1.643
86,1.6422
87,1.66
88,1.668
89,1.6695
90,1.678
91,1.6763
92,1.6813
93,1.684
94,1.677
95,1.68
96,1.6917
97,1.6908
98,1.6912
99,1.6915
100,1.694
101,1.6895
102,1.6892
103,1.6946
104,1.693
105,1.6765
106,1.6838
107,1.675
108,1.683
109,1.6882
110,1.6883
111,1.6848
112,1.6858
113,1.7025
114,1.707
115,1.7052
116,1.7055
117,1.713
118,1.7205
119,1.723
120,1.725
121,1.733
122,1.7305
123,1.7355
124,1.7428
125,1.7393
126,1.745
127,1.7634
128,1.7795
129,1.7805
130,1.7865
131,1.8058
132,1.815
133,1.798
134,1.7985
135,1.806
136,1.804
137,1.8112
138,1.8205
139,1.8146
140,1.8143
141,1.8205
142,1.8248
143,1.812
144,1.8135
145,1.8335
146,1.8438
147,1.86
148,1.855
149,1.8492
150,1.8565
151,1.872
152,1.877
153,1.8655
154,1.8717
155,1.8713
156,1.884
157,1.8925
158,1.8998
159,1.898
160,1.919
161,1.9198
162,1.921
163,1.9275
164,1.9515
165,1.9453
166,1.9443
167,1.9483
168,1.9465
169,1.9225
170,1.892
171,1.8758
172,1.899
173,1.908
174,1.894
175,1.8555
176,1.8485
177,1.864
178,1.8767
179,1.8985
180,1.9025
181,1.918
182,1.8847
183,1.8683
184,1.846
185,1.884
186,1.8768
187,1.864
188,1.871
189,1.8735
190,1.889
191,1.8885
192,1.898
193,1.9118
194,1.9465
195,1.97
196,1.9675
197,1.964
198,1.9732
199,1.9535
200,1.957
201,1.965
202,1.9535
203,1.9595
204,1.948
205,1.9464
206,1.9565
207,1.954
208,1.956
209,1.953
210,1.9475
211,1.944
212,1.95
213,1.9515
214,1.9695
215,1.973
216,1.976
217,1.967
218,1.9665
219,1.9642
220,1.961
221,1.9595
222,1.9707
223,1.9698
224,1.9685
225,1.967
226,1.9658
227,1.976
228,1.972
229,1.9515
230,1.9392
231,1.9195
232,1.926
233,1.922
234,1.938
235,1.95
236,1.9425
237,1.939
238,1.944
239,1.9435
240,1.9391
241,1.9285
242,1.935
243,1.931
244,1.906
245,1.885
246,1.867
247,1.885
248,1.887
249,1.921
250,1.9285
251,1.9425
252,1.9465
253,1.932
254,1.905
255,1.906
256,1.9258
257,1.905
258,1.907
259,1.9045
260,1.904
261,1.9047
262,1.9228
263,1.9416
264,1.9477
265,1.955
266,1.96
267,1.9575
268,1.9642
269,1.9695
270,1.961
271,1.965
272,1.9763
273,1.9772
274,1.983
275,1.999
276,1.9965
277,1.987
278,1.997
279,1.9915
280,1.9918
281,1.98
282,1.9705
283,1.9515
284,1.947
285,1.9571
286,1.9437
287,1.923
288,1.9205
289,1.9155
290,1.91
291,1.898
292,1.8965
293,1.9017
294,1.8505
295,1.858
296,1.856
297,1.8555
298,1.8305
299,1.791
300,1.765
301,1.7765
302,1.792
303,1.7895
304,1.764
305,1.7533
306,1.7395
307,1.7365
308,1.7485
309,1.7585
310,1.7705
311,1.777
312,1.788
313,1.7705
314,1.7675
315,1.791
316,1.7793
317,1.79
318,1.7775
319,1.7875
320,1.7885
321,1.783
322,1.771
323,1.719
324,1.69
325,1.712
326,1.694
327,1.6935
328,1.686
329,1.6765
330,1.7265
331,1.717
332,1.695
333,1.705
334,1.7215
335,1.7175
336,1.704
337,1.719
338,1.7315
339,1.7383
340,1.7478
341,1.7455
342,1.7135
343,1.719
344,1.7365
345,1.727
346,1.7345
347,1.731
348,1.7453
349,1.734
350,1.7155
351,1.698
352,1.6969
353,1.703
354,1.6937
355,1.6875
356,1.671
357,1.6688
358,1.6615
359,1.6445
360,1.6377
361,1.6252
362,1.6115
363,1.6325
364,1.6312
365,1.631
366,1.642
367,1.6281
368,1.6395
369,1.632
370,1.618
371,1.614
372,1.6015
373,1.6057
374,1.615
375,1.628
376,1.622
377,1.621
378,1.607
379,1.6505
380,1.6515
381,1.644
382,1.6525
383,1.666
384,1.691
385,1.681
386,1.6835
387,1.6938
388,1.6875
389,1.6743
390,1.6798
391,1.6845
392,1.6735
393,1.6945
394,1.7095
395,1.712
396,1.7128
397,1.7
398,1.695
399,1.6983
400,1.6935
401,1.6875
402,1.688
403,1.662
404,1.63
405,1.6377
406,1.6765
407,1.697
408,1.6715
409,1.6795
410,1.68
411,1.69
412,1.6805
413,1.68
414,1.691
415,1.6935
416,1.692
417,1.6975
418,1.73
419,1.7295
420,1.7252
421,1.7335
422,1.7325
423,1.742
424,1.7275
425,1.7285
426,1.744
427,1.738
428,1.7333
429,1.7325
430,1.737
431,1.7485
432,1.751
433,1.75
434,1.739
435,1.7352
436,1.714
437,1.7165
438,1.7145
439,1.719
440,1.702
441,1.7105
442,1.725
443,1.7185
444,1.7145
445,1.7065
446,1.711
447,1.711
448,1.723
449,1.7425
450,1.7425
451,1.781
452,1.7697
453,1.768
454,1.775
455,1.769
456,1.791
457,1.7955
458,1.796
459,1.7975
460,1.7975
461,1.7985
462,1.7978
463,1.767
464,1.7655
465,1.776
466,1.7715
467,1.7725
468,1.7915
469,1.81
470,1.806
471,1.808
472,1.8085
473,1.8075
474,1.8185
475,1.821
476,1.822
477,1.8252
478,1.8325
479,1.86
480,1.8765
481,1.8705
482,1.884
483,1.8768
484,1.8665
485,1.866
486,1.868
487,1.845
488,1.877
489,1.871
490,1.871
491,1.831
492,1.792
493,1.8015
494,1.789
495,1.753
496,1.7605
497,1.777
498,1.807
499,1.8065
500,1.7951
501,1.8055
502,1.776
503,1.7945
504,1.806
505,1.773
506,1.789
507,1.7995
508,1.8015
509,1.8062
510,1.8205
511,1.8375
512,1.8255
513,1.8013
514,1.787
515,1.7725
516,1.7685
517,1.751
518,1.752
519,1.75
520,1.7465
521,1.748
522,1.756
523,1.7455
524,1.754
525,1.756
526,1.7543
527,1.739
528,1.723
529,1.716
530,1.718
531,1.7225
532,1.714
533,1.7253
534,1.707
535,1.7115
536,1.715
537,1.731
538,1.733
539,1.711
540,1.706
541,1.715
542,1.72
543,1.732
544,1.722
545,1.7395
546,1.733
547,1.7363
548,1.7265
549,1.7295
550,1.743
551,1.75
552,1.7495
553,1.7485
554,1.764
555,1.7652
556,1.762
557,1.771
558,1.756
559,1.7477
560,1.745
561,1.747
562,1.7625
563,1.764
564,1.772
565,1.78
566,1.775
567,1.7698
568,1.775
569,1.783
570,1.7815
571,1.7945
572,1.7965
573,1.7875
574,1.7927
575,1.813
576,1.813
577,1.822
578,1.8185
579,1.8355
580,1.8395
581,1.8308
582,1.817
583,1.8142
584,1.828
585,1.801
586,1.8065
587,1.829
588,1.8227
589,1.8245
590,1.8178
591,1.825
592,1.836
593,1.834
594,1.8325
595,1.833
596,1.846
597,1.8515
598,1.856
599,1.86
600,1.853
601,1.8655
602,1.8595
603,1.8615
604,1.8635
605,1.877
606,1.891
607,1.891
608,1.907
609,1.9035
610,1.911
611,1.918
612,1.9085
613,1.9102
614,1.9248
615,1.9195
616,1.896
617,1.921
618,1.929
619,1.913
620,1.9257
621,1.9355
622,1.9495
623,1.918
624,1.9095
625,1.9035
626,1.913
627,1.8985
628,1.916
629,1.929
630,1.9175
631,1.9195
632,1.92
633,1.9237
634,1.9215
635,1.913
636,1.907
637,1.9215
638,1.928
639,1.931
640,1.916
641,1.9295
642,1.935
643,1.939
644,1.9475
645,1.9945
646,1.988
647,1.9865
648,1.9762
649,1.9825
650,1.9893
651,1.996
652,2.0035
653,1.983
654,1.9945
655,2.003
656,1.975
657,1.976
658,1.9235
659,1.8915
660,1.8715
661,1.811
662,1.7815
663,1.737
664,1.7082
665,1.7085
666,1.709
667,1.714
668,1.7295
669,1.769
670,1.779
671,1.734
672,1.706
673,1.701
674,1.7175
675,1.6895
676,1.6975
677,1.714
678,1.7098
679,1.7
680,1.6555
681,1.63
682,1.6235
683,1.6135
684,1.6195
685,1.613
686,1.5865
687,1.533
688,1.5479
689,1.5535
690,1.538
691,1.513
692,1.523
693,1.549
694,1.518
695,1.519
696,1.5205
697,1.532
698,1.521
699,1.5095
700,1.5135
701,1.535
702,1.548
703,1.565
704,1.557
