date,OT
7/1/16 0:00,30.53100014
7/1/16 0:15,30.45999908
7/1/16 0:30,30.03800011
7/1/16 0:45,27.01300049
7/1/16 1:00,27.78700066
7/1/16 1:15,27.71699905
7/1/16 1:30,27.64599991
7/1/16 1:45,27.08399963
7/1/16 2:00,27.78700066
7/1/16 2:15,27.50600052
7/1/16 2:30,27.85700035
7/1/16 2:45,27.01300049
7/1/16 3:00,25.04400063
7/1/16 3:15,24.5510006
7/1/16 3:30,23.56599998
7/1/16 3:45,21.52599907
7/1/16 4:00,21.94799995
7/1/16 4:15,21.45599937
7/1/16 4:30,22.79199982
7/1/16 4:45,21.0340004
7/1/16 5:00,21.17399979
7/1/16 5:15,20.82299995
7/1/16 5:30,21.17399979
7/1/16 5:45,21.17399979
7/1/16 6:00,22.79199982
7/1/16 6:15,23.84799957
7/1/16 6:30,24.34000015
7/1/16 6:45,23.1439991
7/1/16 7:00,23.1439991
7/1/16 7:15,23.77700043
7/1/16 7:30,23.84799957
7/1/16 7:45,23.98800087
7/1/16 8:00,21.66699982
7/1/16 8:15,22.0890007
7/1/16 8:30,22.37000084
7/1/16 8:45,16.39100075
7/1/16 9:00,17.44599915
7/1/16 9:15,17.72699928
7/1/16 9:30,18.50099945
7/1/16 9:45,19.27499962
7/1/16 10:00,19.97900009
7/1/16 10:15,18.50099945
7/1/16 10:30,18.5720005
7/1/16 10:45,19.41600037
7/1/16 11:00,20.11899948
7/1/16 11:15,19.76799965
7/1/16 11:30,19.76799965
7/1/16 11:45,20.32999992
7/1/16 12:00,19.20499992
7/1/16 12:15,17.72699928
7/1/16 12:30,18.6420002
7/1/16 12:45,18.50099945
7/1/16 13:00,18.5720005
7/1/16 13:15,19.6970005
7/1/16 13:30,19.55599976
7/1/16 13:45,19.83799934
7/1/16 14:00,19.55599976
7/1/16 14:15,19.41600037
7/1/16 14:30,19.13400078
7/1/16 14:45,17.02400017
7/1/16 15:00,17.30500031
7/1/16 15:15,18.78300095
7/1/16 15:30,18.85300064
7/1/16 15:45,19.20499992
7/1/16 16:00,19.48600006
7/1/16 16:15,19.62700081
7/1/16 16:30,18.43099976
7/1/16 16:45,19.76799965
7/1/16 17:00,19.13400078
7/1/16 17:15,20.75200081
7/1/16 17:30,19.76799965
7/1/16 17:45,20.68199921
7/1/16 18:00,20.68199921
7/1/16 18:15,19.83799934
7/1/16 18:30,19.20499992
7/1/16 18:45,19.41600037
7/1/16 19:00,18.71199989
7/1/16 19:15,17.86800003
7/1/16 19:30,18.21999931
7/1/16 19:45,18.50099945
7/1/16 20:00,17.86800003
7/1/16 20:15,18.21999931
7/1/16 20:30,17.86800003
7/1/16 20:45,17.86800003
7/1/16 21:00,18.00900078
7/1/16 21:15,18.36100006
7/1/16 21:30,18.6420002
7/1/16 21:45,18.00900078
7/1/16 22:00,18.00900078
7/1/16 22:15,17.58699989
7/1/16 22:30,18.29000092
7/1/16 22:45,19.41600037
7/1/16 23:00,19.76799965
7/1/16 23:15,20.75200081
7/1/16 23:30,21.31500053
7/1/16 23:45,21.87800026
7/2/16 0:00,21.10400009
7/2/16 0:15,21.10400009
7/2/16 0:30,21.38500023
7/2/16 0:45,21.17399979
7/2/16 1:00,19.6970005
7/2/16 1:15,20.54100037
7/2/16 1:30,19.76799965
7/2/16 1:45,19.83799934
7/2/16 2:00,20.04899979
7/2/16 2:15,21.0340004
7/2/16 2:30,19.97900009
7/2/16 2:45,20.32999992
7/2/16 3:00,20.75200081
7/2/16 3:15,20.47100067
7/2/16 3:30,21.17399979
7/2/16 3:45,20.82299995
